geoid,name,land_area,total,airport,cement,cmv,commercial,elec_prod,industrial,nonroad,onroad,rail,residential
13051,"Cameron, MO",10486979,24543,12,0,0,647,0,15,361,22549,0,957
13078,"Cameron, TX",8016503,6996,0,0,0,56,0,305,705,5509,235,183
13132,"Camilla, GA",13882791,4665,0,0,0,338,0,406,261,3411,11,236
13159,"Campbellsville, KY",20054778,13495,14,0,0,1139,0,528,865,9092,0,1854
13170,"Camp Verde, AZ",16181424,7439,0,0,0,857,0,0,385,5947,0,248
13177,"Canadian, TX",3863427,1732,0,0,0,98,0,25,168,936,347,156
13221,"Canby, OR",12916792,18617,0,0,0,773,0,5375,2440,7756,67,2204
13240,"Cannon Falls, MN",7112925,8698,0,0,0,262,0,2687,214,5020,3,509
13267,"Cañon City, CO",50259518,37834,0,0,0,8485,0,4238,1281,14200,10,9618
13294,"Canton, IL",16704192,36377,14,0,0,2115,0,142,678,27513,63,5850
13321,"Canton, MS",27556599,33443,0,0,0,2032,0,2115,1724,26482,12,1076
13348,"Canton, NY",8436273,5725,0,0,0,2156,0,5,169,2517,72,804
13375,"Canton, OH",431157126,961239,346,0,0,61975,0,246948,47261,472983,1900,129821
13402,"Canton, SD",2980477,1690,0,0,0,65,0,16,47,1463,21,75
13429,"Canton, TX",11410292,5943,102,0,0,392,0,127,300,4810,0,209
13456,"Canyon, TX",15942472,27347,0,0,0,1954,0,333,1004,20385,1155,2514
13483,"Canyon Lake, TX",16926068,5642,0,0,0,147,0,155,556,4497,0,284
13510,"Cape Coral, FL",855189939,1835655,11264,0,2567,40330,892349,9908,128003,748707,306,2216
13537,"Cape Girardeau, MO--IL",90697587,473139,25,398873,10,18346,76,3662,5962,35675,571,9936
13550,"Captain Cook, HI",10843209,318,0,0,0,32,0,13,178,50,0,44
13564,"Carbondale, CO",5489350,5811,0,0,0,510,0,0,577,3177,0,1546
13591,"Carbondale, IL",126037064,163418,6369,0,0,17606,23179,5146,6242,86862,2827,15184
13618,"Carey, OH",3731839,6336,0,0,0,132,2801,56,113,2541,138,553
13645,"Caribou, ME",6351106,8791,0,0,0,1061,0,1,197,6226,11,1293
13699,"Carlinville, IL",7351657,9512,14,0,0,699,0,516,392,5744,129,2017
13753,"Carlisle, IA",3871138,2473,0,0,0,120,0,56,79,1910,74,232
13807,"Carlsbad, NM",56853344,36270,0,0,0,6126,0,3618,1294,18574,42,6613
13821,"Carlton, OR",9786344,2079,0,0,0,40,0,50,89,1856,0,44
13834,"Carlyle, IL",6576256,8402,0,0,0,419,55,247,343,5907,432,995
13850,"Carmel Valley Village, CA",7520610,50718,0,0,0,259,0,48391,146,1470,0,450
13861,"Carmi, IL",6424870,14874,0,0,0,502,29,118,246,11906,169,1901
13915,"Caro, MI",9199077,7719,0,0,0,939,23,165,318,4667,54,1550
13969,"Carrizo Springs, TX",10098252,4549,0,0,0,577,0,28,231,3464,0,246
13996,"Carroll, IA",11948805,20768,20,0,0,4142,0,2359,1008,8937,993,3305
14023,"Carrollton, GA",116703733,64702,3,0,0,3779,2115,5697,4427,42261,158,6259
14050,"Carrollton, KY",9374943,10351,48,0,84,545,0,3494,449,5069,21,639
14077,"Carrollton, MO",5620501,4676,0,0,0,210,141,86,228,3196,316,496
14104,"Carrollton, OH",6184406,2490,0,0,0,358,0,170,115,1412,14,418
14158,"Carson City, NV",59789380,143103,20792,0,0,16507,2253,9746,9344,64308,0,20150
14185,"Cartersville, GA",130985217,122863,0,0,0,4239,0,23785,7118,80375,1401,5942
14212,"Carthage, IL",4209479,8750,0,0,0,129,0,36,116,8076,0,392
14239,"Carthage, MS",10752000,5030,0,0,0,327,0,0,163,4345,0,193
14266,"Carthage, MO",23523090,22781,0,0,0,2988,670,2010,1309,12598,32,3171
14320,"Carthage, TN",7483972,5238,0,0,191,116,0,52,100,4504,15,257
14347,"Carthage, TX",18006400,13279,48,0,0,1010,0,947,2077,8565,78,551
14374,"Caruthersville, MO",7391323,19610,0,0,0,463,0,117,388,17509,0,1132
14401,"Casa Grande, AZ",57679117,57438,0,0,0,4714,0,4622,4779,37457,3607,2255
14428,"Casey, IL",4437207,16181,1206,0,0,161,0,884,184,12101,826,816
14455,"Cashmere, WA",7336149,3767,1027,0,0,49,0,0,280,2045,309,56
14482,"Casper, WY",78263819,139866,7176,0,0,35516,0,119,5302,70316,334,21100
14536,"Cassville, MO",10734265,10467,0,0,0,446,0,475,272,8954,3,315
14556,"Castle Dale, UT",6869872,2998,0,0,0,204,0,9,75,2342,0,366
14570,"Castle Rock, WA",6165381,7954,0,0,0,48,0,0,71,7348,433,52
14590,"Castroville, TX",9879382,3146,0,0,0,91,0,26,197,2735,0,95
14644,"Catskill, NY",10381508,10555,0,0,13,1175,0,12,450,7033,603,1265
14671,"Cazenovia, NY",4044169,1719,0,0,0,462,0,9,85,596,0,565
14698,"Cedar City, UT",43513599,53737,4864,0,0,7971,0,576,1938,33818,37,4530
14705,"Cedaredge, CO",8367726,5152,0,0,0,162,0,0,126,4149,0,714
14752,"Cedar Rapids, IA",216251782,1223164,40,0,0,74021,806311,167170,19294,89892,2029,64404
14779,"Cedar Springs, MI",4930605,3779,0,0,0,531,0,132,235,2278,0,601
14806,"Cedartown, GA",22398845,11624,0,0,0,917,0,755,582,7070,86,2210
14833,"Cedarville, OH",2626334,2996,0,0,0,1025,0,52,153,1513,0,252
14860,"Celina, OH",11760219,25613,0,0,0,1052,0,658,494,21542,15,1850
14887,"Center, TX",15045468,12732,0,0,0,723,0,2773,575,8282,18,358
14914,"Centerville, IA",8679977,8588,0,0,0,955,0,1896,316,4436,5,976
14968,"Central City, NE",4366308,2989,0,0,0,154,0,0,220,1696,735,183
14995,"Central City--Greenville, KY",20114171,11343,0,0,0,642,0,0,431,9284,62,922
15022,"Centralia, IL",30552282,73187,14,0,0,28647,0,5419,1471,26307,4314,7012
15049,"Centralia, MO",4744492,6905,0,0,0,781,0,3227,117,2448,71,258
15076,"Centralia, WA",81772596,111911,7986,0,0,3666,0,0,2748,92906,2178,2425
15083,"Centre, AL",26254663,11129,946,0,0,152,0,1186,716,7994,0,132
15090,"Centreville, MD",6247950,822,0,0,0,63,0,14,101,587,0,55
15103,"Century, FL--AL",7417183,6023,0,0,0,72,0,141,98,5114,545,50
15130,"Chadron, NE",4939944,5495,18,0,0,650,0,4,206,3418,5,1190
15157,"Chaffee, MO",3380744,2533,0,0,0,74,0,18,54,1939,184,263
15184,"Chambersburg, PA",96781753,64515,12,0,0,7922,716,1734,3699,39959,391,10079
15211,"Champaign, IL",120802289,402272,10379,0,0,37696,109567,24774,20543,138488,3801,57020
15238,"Chandler, OK",5648124,9478,0,0,0,413,0,749,134,7759,5,416
15265,"Chanute, KS",13742510,106753,7,90913,0,738,3169,4518,501,4457,45,2401
15292,"Chaparral, NM",27764971,8331,0,0,0,64,0,32,448,7537,0,248
15319,"Chardon, OH",23328386,27363,0,0,0,1678,0,4963,1438,16745,0,2538
15346,"Chariton, IA",5963848,7368,20,0,0,1114,0,232,175,3949,997,879
15373,"Charles City, IA",10179275,9404,20,0,0,651,42,417,268,6820,12,1170
15400,"Charleston, IL",18885171,25764,0,0,0,5404,0,1757,1091,12327,83,5100
15427,"Charleston, MS",4980968,4434,0,0,0,499,0,0,155,3297,0,481
15454,"Charleston, MO",9491385,9747,0,0,0,134,0,386,163,8781,0,281
15481,"Charleston, WV",254409821,762537,11272,0,7325,19937,232991,187978,18359,239092,4154,41423
15508,"Charleston--North Charleston, SC",759567710,1261230,49674,0,74785,64864,114359,60403,76977,768784,10889,40490
15535,"Charlestown, IN",9052475,6594,0,0,0,400,0,101,271,5096,30,694
15562,"Charlestown, NH",6483142,3849,0,0,0,112,0,51,80,3132,44,427
15589,"Charlestown, RI",10865324,6124,12,0,0,554,0,0,279,3680,0,1597
15600,"Charles Town--Ranson, WV",48049813,18655,0,0,0,2967,0,1015,2929,9779,762,1201
15616,"Charlevoix, MI",11729853,13426,4872,0,3,856,0,408,705,5007,0,1572
15643,"Charlotte, MI",23117620,27764,0,0,0,3467,0,3815,2038,12320,1138,4983
15670,"Charlotte, NC--SC",1919822776,3510413,247377,0,0,193972,551,306926,346204,2182581,20759,212039
15697,"Charlotte Amalie--Tutu, VI",62968344,0,0,0,0,0,0,0,0,0,0,0
15724,"Charlottesville, VA",89567887,157030,11317,0,0,24470,0,3312,12697,86874,335,18021
15751,"Chase City, VA",4971654,3657,0,0,0,280,0,27,164,2873,8,302
15769,"Chatfield, MN",4039186,3941,0,0,0,73,0,103,238,3376,0,149
15805,"Chattahoochee, FL",6565522,5997,13,0,0,942,0,639,67,4207,68,58
15832,"Chattanooga, TN--GA",777204811,1175301,13467,0,748,64932,0,299326,52313,677324,15207,51982
15859,"Cheboygan, MI",9030588,9113,0,0,0,515,0,3302,161,4255,0,878
15886,"Checotah, OK",3259478,8323,0,0,0,372,0,56,85,7575,84,150
15913,"Chelan, WA",12714221,5804,0,0,257,49,0,0,162,5288,1,44
15940,"Chelsea, MI",10922882,17160,0,0,0,3024,15,1140,2781,8160,27,2009
15967,"Cheney, WA",7995956,10531,0,0,0,1782,0,0,462,4942,1834,1509
15994,"Cheraw, SC",16335812,31937,0,0,0,792,0,18790,883,10872,117,480
16021,"Cherokee, IA",4743744,7217,0,0,0,386,0,615,125,5499,17,572
16048,"Cherokee Village, AR",17458059,4138,0,0,0,142,0,0,221,3431,0,343
16075,"Cherryville, NC",15129640,10834,0,0,0,262,16,1259,449,7476,633,736
16102,"Chesapeake Beach, MD",65824791,22976,0,0,35,1500,0,395,1478,17426,0,2140
16140,"Chesnee, SC",10753827,5100,0,0,0,409,0,47,291,3604,538,207
16156,"Chester, IL",12865431,16491,0,0,0,1949,0,2229,208,9011,2171,921
16171,"Chester, NY",9360430,19467,0,0,0,918,0,96,346,16219,55,1830
16183,"Chester, SC",17924589,16097,0,0,0,745,0,306,582,12024,645,1792
16210,"Chestertown, MD",10204723,8565,0,0,0,1211,0,291,654,5177,0,1230
16223,"Chetek, WI",7359822,3387,0,0,0,135,0,0,240,2668,39,303
16237,"Cheyenne, WY",91133484,268883,12472,0,0,33266,6,53455,6992,126914,5425,30348
16264,"Chicago, IL--IN",6321883815,36885666,362363,0,2605,2653625,6892729,12095232,1665560,8654936,384202,4174410
16291,"Chickasha, OK",25938674,40547,0,0,0,4147,0,6218,1162,25755,51,3213
16318,"Chico, CA",89093152,160113,9363,0,0,6443,603,9317,5363,111108,1517,16396
16372,"Childress, TX",7017678,8241,0,0,0,520,0,22,400,6513,264,518
16426,"Chillicothe, MO",19502080,10922,0,0,0,2178,75,405,892,4511,28,2830
16453,"Chillicothe, OH",44684168,250834,25,0,0,8277,160312,29004,2009,43869,282,7053
16480,"Chilton, WI",4781887,6540,0,0,0,2530,0,1877,308,1525,5,292
16534,"Chinle, AZ",8828352,5325,0,0,0,1,0,0,28,5288,0,6
16561,"Chino Valley, AZ",32228955,10829,30,0,0,117,0,0,611,9943,0,127
16588,"Chipley, FL",9739019,12510,13,0,0,188,0,112,175,11761,143,116
16615,"Chisholm, MN",4084410,4700,0,0,0,290,0,1,118,3542,0,747
16642,"Chittenango, NY",5551110,3341,0,0,0,578,0,6,205,1171,0,1379
16696,"Chowchilla, CA",11687788,48085,1123,0,0,782,0,864,676,43512,219,906
16750,"Christiansted, VI",91296973,0,0,0,0,0,0,0,0,0,0,0
16777,"Christopher, IL",7398804,6040,0,0,0,143,0,26,110,5171,199,388
16831,"Church Point, LA",6894132,2784,22,0,0,100,0,153,67,2321,0,119
16858,"Churchville, NY",4937021,4032,0,0,0,201,0,13,98,2081,1064,572
16885,"Cincinnati, OH--KY--IN",2040396726,4664262,69909,0,2217,463661,83428,625132,268718,2570811,26550,553833
16912,"Circleville, OH",19016637,39102,0,0,0,4593,0,8342,1593,18964,957,4652
16939,"Cisco, TX",6357302,3383,0,0,0,310,0,192,208,2134,106,430
17047,"Clanton, AL",17303824,28297,4619,0,0,1163,0,1919,278,19660,311,344
17074,"Clare, MI",15942963,8777,0,0,0,770,0,185,313,6537,66,903
17101,"Claremont, NH",13589225,19030,848,0,0,1196,0,5000,717,7546,105,3615
